# Attempt at a cleaner version of the kidney cancer data from section 2.7 of Bayesian Data Analysis, 3rd edition (Gelman et al.)
# Based on http://www.stat.columbia.edu/~gelman/book/data/cancer/
# Columns 4 to 12 correspond to 1980-84; columns 13 to 21 to 1985-89
# Robin Ryder, 12 September 2019
"","state","Location","fips","dc","dcV","pop","popV","aadc","aadcV","dcC","dcCV","good","dc.2","dcV.2","pop.2","popV.2","aadc.2","aadcV.2","dcC.2","dcCV.2","good.2"
"2869","INDIANA","Vigo County, Indiana",18167,17,"VALID",249892,"VALID",6.9,"UNRELIABLE",6.8,"UNRELIABLE",1,11,"VALID",243467,"VALID",4.3,"UNRELIABLE",4.5,"UNRELIABLE",1
"2876","INDIANA","Wabash County, Indiana",18169,8,"VALID",85657,"VALID",9.2,"UNRELIABLE",9.3,"UNRELIABLE",1,1,"VALID",83457,"VALID",0.9,"UNRELIABLE",1.2,"UNRELIABLE",1
"2903","INDIANA","Warren County, Indiana",18171,2,"VALID",21685,"VALID",8.2,"UNRELIABLE",9.2,"UNRELIABLE",1,0,"VALID",20279,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"2915","INDIANA","Warrick County, Indiana",18173,7,"VALID",103511,"VALID",8.3,"UNRELIABLE",6.8,"UNRELIABLE",1,5,"VALID",108066,"VALID",5.2,"UNRELIABLE",4.6,"UNRELIABLE",1
"2928","INDIANA","Washington County, Indiana",18175,1,"VALID",54601,"VALID",1.5,"UNRELIABLE",1.8,"UNRELIABLE",1,1,"VALID",57705,"VALID",1.4,"UNRELIABLE",1.7,"UNRELIABLE",1
"2962","INDIANA","Wayne County, Indiana",18177,8,"VALID",168193,"VALID",4.6,"UNRELIABLE",4.8,"UNRELIABLE",1,9,"VALID",162464,"VALID",4.7,"UNRELIABLE",5.5,"UNRELIABLE",1
"2989","INDIANA","Wells County, Indiana",18179,4,"VALID",61300,"VALID",6.5,"UNRELIABLE",6.5,"UNRELIABLE",1,4,"VALID",61837,"VALID",6.2,"UNRELIABLE",6.5,"UNRELIABLE",1
"3010","INDIANA","White County, Indiana",18181,5,"VALID",57588,"VALID",7.6,"UNRELIABLE",8.7,"UNRELIABLE",1,4,"VALID",55759,"VALID",6.1,"UNRELIABLE",7.2,"UNRELIABLE",1
"3015","INDIANA","Whitley County, Indiana",18183,3,"VALID",63769,"VALID",4.7,"UNRELIABLE",4.7,"UNRELIABLE",1,2,"VALID",65924,"VALID",2.8,"UNRELIABLE",3,"UNRELIABLE",1
"5","IOWA","Adair County, Iowa",19001,2,"VALID",22785,"VALID",6.5,"UNRELIABLE",8.8,"UNRELIABLE",1,1,"VALID",20809,"VALID",1.7,"UNRELIABLE",4.8,"UNRELIABLE",1
"13","IOWA","Adams County, Iowa",19003,0,"VALID",13726,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,0,"VALID",12628,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"38","IOWA","Allamakee County, Iowa",19005,4,"VALID",36683,"VALID",7.2,"UNRELIABLE",10.9,"UNRELIABLE",1,2,"VALID",34848,"VALID",4.7,"UNRELIABLE",5.7,"UNRELIABLE",1
"72","IOWA","Appanoose County, Iowa",19007,2,"VALID",35410,"VALID",3.6,"UNRELIABLE",5.6,"UNRELIABLE",1,2,"VALID",33063,"VALID",4.8,"UNRELIABLE",6,"UNRELIABLE",1
"103","IOWA","Audubon County, Iowa",19009,1,"VALID",20291,"VALID",3.2,"UNRELIABLE",4.9,"UNRELIABLE",1,2,"VALID",18430,"VALID",5.1,"UNRELIABLE",10.9,"UNRELIABLE",1
"181","IOWA","Benton County, Iowa",19011,2,"VALID",56716,"VALID",3.5,"UNRELIABLE",3.5,"UNRELIABLE",1,3,"VALID",54454,"VALID",5.4,"UNRELIABLE",5.5,"UNRELIABLE",1
"208","IOWA","Black Hawk County, Iowa",19013,12,"VALID",306001,"VALID",4.2,"UNRELIABLE",3.9,"UNRELIABLE",1,19,"VALID",276675,"VALID",6.4,"UNRELIABLE",6.9,"UNRELIABLE",1
"232","IOWA","Boone County, Iowa",19015,2,"VALID",62005,"VALID",2.4,"UNRELIABLE",3.2,"UNRELIABLE",1,5,"VALID",59844,"VALID",6.9,"UNRELIABLE",8.4,"UNRELIABLE",1
"265","IOWA","Bremer County, Iowa",19017,5,"VALID",59849,"VALID",8.1,"UNRELIABLE",8.4,"UNRELIABLE",1,6,"VALID",55228,"VALID",9,"UNRELIABLE",10.9,"UNRELIABLE",1
"294","IOWA","Buchanan County, Iowa",19019,4,"VALID",56125,"VALID",6.5,"UNRELIABLE",7.1,"UNRELIABLE",1,1,"VALID",51433,"VALID",1.6,"UNRELIABLE",1.9,"UNRELIABLE",1
"300","IOWA","Buena Vista County, Iowa",19021,5,"VALID",50055,"VALID",8.1,"UNRELIABLE",10,"UNRELIABLE",1,3,"VALID",48062,"VALID",5.1,"UNRELIABLE",6.2,"UNRELIABLE",1
"319","IOWA","Butler County, Iowa",19023,4,"VALID",42652,"VALID",7.4,"UNRELIABLE",9.4,"UNRELIABLE",1,5,"VALID",39353,"VALID",8.1,"UNRELIABLE",12.7,"UNRELIABLE",1
"348","IOWA","Calhoun County, Iowa",19025,3,"VALID",31219,"VALID",5.4,"UNRELIABLE",9.6,"UNRELIABLE",1,3,"VALID",27931,"VALID",4.5,"UNRELIABLE",10.7,"UNRELIABLE",1
"393","IOWA","Carroll County, Iowa",19027,6,"VALID",55168,"VALID",7.1,"UNRELIABLE",10.9,"UNRELIABLE",1,2,"VALID",52699,"VALID",2.9,"UNRELIABLE",3.8,"UNRELIABLE",1
"415","IOWA","Cass County, Iowa",19029,0,"VALID",40570,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,3,"VALID",37123,"VALID",6.7,"UNRELIABLE",8.1,"UNRELIABLE",1
"433","IOWA","Cedar County, Iowa",19031,5,"VALID",45317,"VALID",7.3,"UNRELIABLE",11,"UNRELIABLE",1,3,"VALID",42814,"VALID",5.3,"UNRELIABLE",7,"UNRELIABLE",1
"437","IOWA","Cerro Gordo County, Iowa",19033,11,"VALID",112737,"VALID",8.6,"UNRELIABLE",9.8,"UNRELIABLE",1,8,"VALID",110876,"VALID",5.3,"UNRELIABLE",7.2,"UNRELIABLE",1
"469","IOWA","Cherokee County, Iowa",19035,5,"VALID",38723,"VALID",9.8,"UNRELIABLE",12.9,"UNRELIABLE",1,1,"VALID",35152,"VALID",3,"UNRELIABLE",2.8,"UNRELIABLE",1
"486","IOWA","Chickasaw County, Iowa",19037,3,"VALID",37571,"VALID",6.8,"UNRELIABLE",8,"UNRELIABLE",1,3,"VALID",34229,"VALID",8.2,"UNRELIABLE",8.8,"UNRELIABLE",1
"529","IOWA","Clarke County, Iowa",19039,0,"VALID",20727,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,0,"VALID",19901,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"539","IOWA","Clay County, Iowa",19041,1,"VALID",45848,"VALID",2,"UNRELIABLE",2.2,"UNRELIABLE",1,1,"VALID",41634,"VALID",1.2,"UNRELIABLE",2.4,"UNRELIABLE",1
"552","IOWA","Clayton County, Iowa",19043,2,"VALID",51511,"VALID",3.9,"UNRELIABLE",3.9,"UNRELIABLE",1,3,"VALID",48075,"VALID",4.1,"UNRELIABLE",6.2,"UNRELIABLE",1
"566","IOWA","Clinton County, Iowa",19045,7,"VALID",133501,"VALID",4.6,"UNRELIABLE",5.2,"UNRELIABLE",1,8,"VALID",122621,"VALID",5.5,"UNRELIABLE",6.5,"UNRELIABLE",1
"654","IOWA","Crawford County, Iowa",19047,1,"VALID",46009,"VALID",1.5,"UNRELIABLE",2.2,"UNRELIABLE",1,4,"VALID",42733,"VALID",7.1,"UNRELIABLE",9.4,"UNRELIABLE",1
"705","IOWA","Dallas County, Iowa",19049,5,"VALID",70839,"VALID",7,"UNRELIABLE",7.1,"UNRELIABLE",1,2,"VALID",70259,"VALID",2.7,"UNRELIABLE",2.8,"UNRELIABLE",1
"721","IOWA","Davis County, Iowa",19051,2,"VALID",22161,"VALID",7.5,"UNRELIABLE",9,"UNRELIABLE",1,0,"VALID",20760,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"735","IOWA","Decatur County, Iowa",19053,2,"VALID",22554,"VALID",6.4,"UNRELIABLE",8.9,"UNRELIABLE",1,2,"VALID",20432,"VALID",4.3,"UNRELIABLE",9.8,"UNRELIABLE",1
"747","IOWA","Delaware County, Iowa",19055,5,"VALID",46178,"VALID",9.5,"UNRELIABLE",10.8,"UNRELIABLE",1,1,"VALID",44359,"VALID",1.5,"UNRELIABLE",2.3,"UNRELIABLE",1
"761","IOWA","Des Moines County, Iowa",19057,4,"VALID",105514,"VALID",3.6,"UNRELIABLE",3.8,"UNRELIABLE",1,5,"VALID",99266,"VALID",4,"UNRELIABLE",5,"UNRELIABLE",1
"774","IOWA","Dickinson County, Iowa",19059,1,"VALID",37079,"VALID",1.8,"UNRELIABLE",2.7,"UNRELIABLE",1,2,"VALID",35390,"VALID",3.3,"UNRELIABLE",5.7,"UNRELIABLE",1
"813","IOWA","Dubuque County, Iowa",19061,12,"VALID",219950,"VALID",5.9,"UNRELIABLE",5.5,"UNRELIABLE",1,15,"VALID",209014,"VALID",7,"UNRELIABLE",7.2,"UNRELIABLE",1
"867","IOWA","Emmet County, Iowa",19063,0,"VALID",31560,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,0,"VALID",28326,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"907","IOWA","Fayette County, Iowa",19065,6,"VALID",60513,"VALID",8.4,"UNRELIABLE",9.9,"UNRELIABLE",1,7,"VALID",53969,"VALID",7.8,"UNRELIABLE",13,"UNRELIABLE",1
"928","IOWA","Floyd County, Iowa",19067,2,"VALID",45765,"VALID",3.4,"UNRELIABLE",4.4,"UNRELIABLE",1,3,"VALID",42014,"VALID",4.7,"UNRELIABLE",7.1,"UNRELIABLE",1
"953","IOWA","Franklin County, Iowa",19069,1,"VALID",31030,"VALID",2.2,"UNRELIABLE",3.2,"UNRELIABLE",1,3,"VALID",28519,"VALID",8.4,"UNRELIABLE",10.5,"UNRELIABLE",1
"978","IOWA","Fremont County, Iowa",19071,2,"VALID",21900,"VALID",6,"UNRELIABLE",9.1,"UNRELIABLE",1,1,"VALID",20282,"VALID",2.1,"UNRELIABLE",4.9,"UNRELIABLE",1
"1104","IOWA","Greene County, Iowa",19073,4,"VALID",28283,"VALID",10.6,"UNRELIABLE",14.1,"UNRELIABLE",1,4,"VALID",25160,"VALID",10.3,"UNRELIABLE",15.9,"UNRELIABLE",1
"1127","IOWA","Grundy County, Iowa",19075,0,"VALID",33883,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,3,"VALID",30174,"VALID",5.8,"UNRELIABLE",9.9,"UNRELIABLE",1
"1136","IOWA","Guthrie County, Iowa",19077,0,"VALID",28051,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,2,"VALID",26548,"VALID",3.3,"UNRELIABLE",7.5,"UNRELIABLE",1
"1151","IOWA","Hamilton County, Iowa",19079,3,"VALID",42699,"VALID",4.9,"UNRELIABLE",7,"UNRELIABLE",1,4,"VALID",40069,"VALID",7.7,"UNRELIABLE",10,"UNRELIABLE",1
"1167","IOWA","Hancock County, Iowa",19081,2,"VALID",33322,"VALID",4.1,"UNRELIABLE",6,"UNRELIABLE",1,2,"VALID",31600,"VALID",6.3,"UNRELIABLE",6.3,"UNRELIABLE",1
"1183","IOWA","Hardin County, Iowa",19083,4,"VALID",51964,"VALID",5.5,"UNRELIABLE",7.7,"UNRELIABLE",1,2,"VALID",47531,"VALID",2,"UNRELIABLE",4.2,"UNRELIABLE",1
"1203","IOWA","Harrison County, Iowa",19085,6,"VALID",38524,"VALID",11.1,"UNRELIABLE",15.6,"UNRELIABLE",1,3,"VALID",36385,"VALID",6,"UNRELIABLE",8.2,"UNRELIABLE",1
"1240","IOWA","Henry County, Iowa",19087,2,"VALID",44512,"VALID",4.6,"UNRELIABLE",4.5,"UNRELIABLE",1,1,"VALID",45538,"VALID",1.9,"UNRELIABLE",2.2,"UNRELIABLE",1
"1293","IOWA","Howard County, Iowa",19089,2,"VALID",26706,"VALID",4.4,"UNRELIABLE",7.5,"UNRELIABLE",1,1,"VALID",24787,"VALID",3.7,"UNRELIABLE",4,"UNRELIABLE",1
"1306","IOWA","Humboldt County, Iowa",19091,0,"VALID",29270,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,3,"VALID",26806,"VALID",10.1,"UNRELIABLE",11.2,"UNRELIABLE",1
"1322","IOWA","Ida County, Iowa",19093,3,"VALID",21702,"VALID",12.6,"UNRELIABLE",13.8,"UNRELIABLE",1,1,"VALID",20601,"VALID",2.6,"UNRELIABLE",4.9,"UNRELIABLE",1
"1332","IOWA","Iowa County, Iowa",19095,2,"VALID",36973,"VALID",4.8,"UNRELIABLE",5.4,"UNRELIABLE",1,2,"VALID",35716,"VALID",4.6,"UNRELIABLE",5.6,"UNRELIABLE",1
"1358","IOWA","Jackson County, Iowa",19097,1,"VALID",54528,"VALID",1.6,"UNRELIABLE",1.8,"UNRELIABLE",1,4,"VALID",51020,"VALID",6.5,"UNRELIABLE",7.8,"UNRELIABLE",1
"1379","IOWA","Jasper County, Iowa",19099,9,"VALID",86605,"VALID",8.5,"UNRELIABLE",10.4,"UNRELIABLE",1,2,"VALID",83944,"VALID",1.9,"UNRELIABLE",2.4,"UNRELIABLE",1
"1395","IOWA","Jefferson County, Iowa",19101,3,"VALID",39605,"VALID",5.8,"UNRELIABLE",7.6,"UNRELIABLE",1,3,"VALID",39340,"VALID",6.5,"UNRELIABLE",7.6,"UNRELIABLE",1
"1429","IOWA","Johnson County, Iowa",19103,8,"VALID",199204,"VALID",6.8,"UNRELIABLE",4,"UNRELIABLE",1,6,"VALID",211756,"VALID",4.6,"UNRELIABLE",2.8,"UNRELIABLE",1
"1440","IOWA","Jones County, Iowa",19105,1,"VALID",50763,"VALID",2.1,"UNRELIABLE",2,"UNRELIABLE",1,7,"VALID",48356,"VALID",13,"UNRELIABLE",14.5,"UNRELIABLE",1
"1477","IOWA","Keokuk County, Iowa",19107,0,"VALID",30931,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,2,"VALID",28987,"VALID",4.8,"UNRELIABLE",6.9,"UNRELIABLE",1
"1521","IOWA","Kossuth County, Iowa",19109,2,"VALID",52558,"VALID",2.4,"UNRELIABLE",3.8,"UNRELIABLE",1,4,"VALID",47202,"VALID",5.5,"UNRELIABLE",8.5,"UNRELIABLE",1
"1605","IOWA","Lee County, Iowa",19111,8,"VALID",100011,"VALID",7.8,"UNRELIABLE",8,"UNRELIABLE",1,8,"VALID",93384,"VALID",7.3,"UNRELIABLE",8.6,"UNRELIABLE",1
"1666","IOWA","Linn County, Iowa",19113,15,"VALID",394846,"VALID",4.2,"UNRELIABLE",3.8,"UNRELIABLE",1,17,"VALID",389452,"VALID",4.4,"UNRELIABLE",4.4,"UNRELIABLE",1
"1698","IOWA","Louisa County, Iowa",19115,3,"VALID",29565,"VALID",10.1,"UNRELIABLE",10.1,"UNRELIABLE",1,0,"VALID",28689,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"1707","IOWA","Lucas County, Iowa",19117,1,"VALID",24208,"VALID",2.8,"UNRELIABLE",4.1,"UNRELIABLE",1,1,"VALID",22292,"VALID",2.2,"UNRELIABLE",4.5,"UNRELIABLE",1
"1718","IOWA","Lyon County, Iowa",19119,2,"VALID",31384,"VALID",4.6,"UNRELIABLE",6.4,"UNRELIABLE",1,4,"VALID",29415,"VALID",10.3,"UNRELIABLE",13.6,"UNRELIABLE",1
"1772","IOWA","Madison County, Iowa",19121,2,"VALID",30331,"VALID",6,"UNRELIABLE",6.6,"UNRELIABLE",1,2,"VALID",29726,"VALID",6.1,"UNRELIABLE",6.7,"UNRELIABLE",1
"1786","IOWA","Mahaska County, Iowa",19123,3,"VALID",53602,"VALID",4.5,"UNRELIABLE",5.6,"UNRELIABLE",1,3,"VALID",51682,"VALID",4.9,"UNRELIABLE",5.8,"UNRELIABLE",1
"1808","IOWA","Marion County, Iowa",19125,8,"VALID",72517,"VALID",9.5,"UNRELIABLE",11,"UNRELIABLE",1,6,"VALID",72415,"VALID",6.2,"UNRELIABLE",8.3,"UNRELIABLE",1
"1826","IOWA","Marshall County, Iowa",19127,3,"VALID",99547,"VALID",2.8,"UNRELIABLE",3,"UNRELIABLE",1,10,"VALID",93450,"VALID",8.6,"UNRELIABLE",10.7,"UNRELIABLE",1
"1905","IOWA","Mills County, Iowa",19129,2,"VALID",32912,"VALID",6,"UNRELIABLE",6.1,"UNRELIABLE",1,2,"VALID",32590,"VALID",5.3,"UNRELIABLE",6.1,"UNRELIABLE",1
"1921","IOWA","Mitchell County, Iowa",19131,2,"VALID",29060,"VALID",4.2,"UNRELIABLE",6.9,"UNRELIABLE",1,5,"VALID",27042,"VALID",11.2,"UNRELIABLE",18.5,"UNRELIABLE",1
"1932","IOWA","Monona County, Iowa",19133,1,"VALID",27670,"VALID",2.2,"UNRELIABLE",3.6,"UNRELIABLE",1,2,"VALID",24810,"VALID",4.8,"UNRELIABLE",8.1,"UNRELIABLE",1
"1940","IOWA","Monroe County, Iowa",19135,3,"VALID",21617,"VALID",7.7,"UNRELIABLE",13.9,"UNRELIABLE",1,2,"VALID",19802,"VALID",8,"UNRELIABLE",10.1,"UNRELIABLE",1
"1960","IOWA","Montgomery County, Iowa",19137,1,"VALID",31287,"VALID",2.9,"UNRELIABLE",3.2,"UNRELIABLE",1,2,"VALID",28892,"VALID",6.2,"UNRELIABLE",6.9,"UNRELIABLE",1
"2011","IOWA","Muscatine County, Iowa",19139,3,"VALID",99061,"VALID",2.9,"UNRELIABLE",3,"UNRELIABLE",1,3,"VALID",96097,"VALID",3,"UNRELIABLE",3.1,"UNRELIABLE",1
"2085","IOWA","O'Brien County, Iowa",19141,2,"VALID",40758,"VALID",3.7,"UNRELIABLE",4.9,"UNRELIABLE",1,2,"VALID",37806,"VALID",4.9,"UNRELIABLE",5.3,"UNRELIABLE",1
"2135","IOWA","Osceola County, Iowa",19143,0,"VALID",20096,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,0,"VALID",18099,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"2162","IOWA","Page County, Iowa",19145,2,"VALID",44195,"VALID",2.3,"UNRELIABLE",4.5,"UNRELIABLE",1,1,"VALID",40686,"VALID",2.3,"UNRELIABLE",2.5,"UNRELIABLE",1
"2165","IOWA","Palo Alto County, Iowa",19147,0,"VALID",30776,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,2,"VALID",27051,"VALID",4,"UNRELIABLE",7.4,"UNRELIABLE",1
"2265","IOWA","Plymouth County, Iowa",19149,5,"VALID",60049,"VALID",7.5,"UNRELIABLE",8.3,"UNRELIABLE",1,4,"VALID",57492,"VALID",6.4,"UNRELIABLE",7,"UNRELIABLE",1
"2267","IOWA","Pocahontas County, Iowa",19151,2,"VALID",26912,"VALID",5.8,"UNRELIABLE",7.4,"UNRELIABLE",1,1,"VALID",24497,"VALID",1.9,"UNRELIABLE",4.1,"UNRELIABLE",1
"2274","IOWA","Polk County, Iowa",19153,45,"VALID",683277,"VALID",7.5,"VALID",6.6,"VALID",1,52,"VALID",699967,"VALID",8.1,"VALID",7.4,"VALID",1
"2297","IOWA","Pottawattamie County, Iowa",19155,14,"VALID",204512,"VALID",6.8,"UNRELIABLE",6.8,"UNRELIABLE",1,12,"VALID",198787,"VALID",5.6,"UNRELIABLE",6,"UNRELIABLE",1
"2305","IOWA","Poweshiek County, Iowa",19157,3,"VALID",45663,"VALID",5.3,"UNRELIABLE",6.6,"UNRELIABLE",1,1,"VALID",44738,"VALID",2,"UNRELIABLE",2.2,"UNRELIABLE",1
"2402","IOWA","Ringgold County, Iowa",19159,2,"VALID",14228,"VALID",6,"UNRELIABLE",14.1,"UNRELIABLE",1,3,"VALID",13013,"VALID",8.5,"UNRELIABLE",23.1,"UNRELIABLE",1
"2459","IOWA","Sac County, Iowa",19161,1,"VALID",33262,"VALID",2.1,"UNRELIABLE",3,"UNRELIABLE",1,0,"VALID",30549,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"2553","IOWA","Scott County, Iowa",19163,14,"VALID",368707,"VALID",4.5,"UNRELIABLE",3.8,"UNRELIABLE",1,21,"VALID",346561,"VALID",6.5,"VALID",6.1,"VALID",1
"2591","IOWA","Shelby County, Iowa",19165,4,"VALID",36486,"VALID",6.8,"UNRELIABLE",11,"UNRELIABLE",1,5,"VALID",33239,"VALID",10,"UNRELIABLE",15,"UNRELIABLE",1
"2616","IOWA","Sioux County, Iowa",19167,1,"VALID",73744,"VALID",0.8,"UNRELIABLE",1.4,"UNRELIABLE",1,0,"VALID",71863,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"2682","IOWA","Story County, Iowa",19169,6,"VALID",179519,"VALID",5,"UNRELIABLE",3.3,"UNRELIABLE",1,5,"VALID",178785,"VALID",3.9,"UNRELIABLE",2.8,"UNRELIABLE",1
"2728","IOWA","Tama County, Iowa",19171,2,"VALID",44822,"VALID",3.6,"UNRELIABLE",4.5,"UNRELIABLE",1,3,"VALID",41361,"VALID",6.1,"UNRELIABLE",7.3,"UNRELIABLE",1
"2737","IOWA","Taylor County, Iowa",19173,2,"VALID",19640,"VALID",6.2,"UNRELIABLE",10.2,"UNRELIABLE",1,1,"VALID",17527,"VALID",3.3,"UNRELIABLE",5.7,"UNRELIABLE",1
"2828","IOWA","Union County, Iowa",19175,7,"VALID",32300,"VALID",17.3,"UNRELIABLE",21.7,"UNRELIABLE",1,2,"VALID",30043,"VALID",4.1,"UNRELIABLE",6.7,"UNRELIABLE",1
"2853","IOWA","Van Buren County, Iowa",19177,1,"VALID",20846,"VALID",2.3,"UNRELIABLE",4.8,"UNRELIABLE",1,2,"VALID",19332,"VALID",8.5,"UNRELIABLE",10.3,"UNRELIABLE",1
"2897","IOWA","Wapello County, Iowa",19179,5,"VALID",93246,"VALID",4,"UNRELIABLE",5.4,"UNRELIABLE",1,7,"VALID",85902,"VALID",5.8,"UNRELIABLE",8.1,"UNRELIABLE",1
"2904","IOWA","Warren County, Iowa",19181,4,"VALID",83899,"VALID",5.2,"UNRELIABLE",4.8,"UNRELIABLE",1,6,"VALID",84633,"VALID",7.8,"UNRELIABLE",7.1,"UNRELIABLE",1
"2929","IOWA","Washington County, Iowa",19183,3,"VALID",47917,"VALID",4.8,"UNRELIABLE",6.3,"UNRELIABLE",1,2,"VALID",46745,"VALID",2.4,"UNRELIABLE",4.3,"UNRELIABLE",1
"2963","IOWA","Wayne County, Iowa",19185,2,"VALID",19124,"VALID",5.6,"UNRELIABLE",10.5,"UNRELIABLE",1,1,"VALID",17172,"VALID",2.1,"UNRELIABLE",5.8,"UNRELIABLE",1
"2981","IOWA","Webster County, Iowa",19187,6,"VALID",104428,"VALID",4.7,"UNRELIABLE",5.7,"UNRELIABLE",1,5,"VALID",95741,"VALID",3.8,"UNRELIABLE",5.2,"UNRELIABLE",1
"3049","IOWA","Winnebago County, Iowa",19189,0,"VALID",30563,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,0,"VALID",29241,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"3051","IOWA","Winneshiek County, Iowa",19191,3,"VALID",53119,"VALID",4.6,"UNRELIABLE",5.6,"UNRELIABLE",1,3,"VALID",51106,"VALID",5.2,"UNRELIABLE",5.9,"UNRELIABLE",1
"3060","IOWA","Woodbury County, Iowa",19193,9,"VALID",231068,"VALID",3.6,"UNRELIABLE",3.9,"UNRELIABLE",1,9,"VALID",222981,"VALID",3.4,"UNRELIABLE",4,"UNRELIABLE",1
"3074","IOWA","Worth County, Iowa",19195,1,"VALID",21765,"VALID",3.2,"UNRELIABLE",4.6,"UNRELIABLE",1,5,"VALID",20094,"VALID",19.7,"UNRELIABLE",24.9,"UNRELIABLE",1
"3076","IOWA","Wright County, Iowa",19197,0,"VALID",38177,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,2,"VALID",34809,"VALID",4.8,"UNRELIABLE",5.7,"UNRELIABLE",1
"46","KANSAS","Allen County, Kansas",20001,3,"VALID",36451,"VALID",6,"UNRELIABLE",8.2,"UNRELIABLE",1,4,"VALID",34635,"VALID",8.5,"UNRELIABLE",11.5,"UNRELIABLE",1
"57","KANSAS","Anderson County, Kansas",20003,3,"VALID",20719,"VALID",8.7,"UNRELIABLE",14.5,"UNRELIABLE",1,1,"VALID",18947,"VALID",5,"UNRELIABLE",5.3,"UNRELIABLE",1
"95","KANSAS","Atchison County, Kansas",20005,1,"VALID",40631,"VALID",2.2,"UNRELIABLE",2.5,"UNRELIABLE",1,5,"VALID",38935,"VALID",9.5,"UNRELIABLE",12.8,"UNRELIABLE",1
"128","KANSAS","Barber County, Kansas",20007,2,"VALID",16272,"VALID",7.8,"UNRELIABLE",12.3,"UNRELIABLE",1,1,"VALID",15099,"VALID",4.1,"UNRELIABLE",6.6,"UNRELIABLE",1
"140","KANSAS","Barton County, Kansas",20009,3,"VALID",77656,"VALID",3.4,"UNRELIABLE",3.9,"UNRELIABLE",1,2,"VALID",73591,"VALID",2.4,"UNRELIABLE",2.7,"UNRELIABLE",1
"244","KANSAS","Bourbon County, Kansas",20011,2,"VALID",36076,"VALID",4.2,"UNRELIABLE",5.5,"UNRELIABLE",1,2,"VALID",34549,"VALID",5.2,"UNRELIABLE",5.8,"UNRELIABLE",1
"282","KANSAS","Brown County, Kansas",20013,2,"VALID",25703,"VALID",5,"UNRELIABLE",7.8,"UNRELIABLE",1,3,"VALID",24405,"VALID",5.5,"UNRELIABLE",12.3,"UNRELIABLE",1
"320","KANSAS","Butler County, Kansas",20015,5,"VALID",111942,"VALID",4.5,"UNRELIABLE",4.5,"UNRELIABLE",1,8,"VALID",117950,"VALID",6.6,"UNRELIABLE",6.8,"UNRELIABLE",1
"453","KANSAS","Chase County, Kansas",20017,0,"VALID",7742,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,1,"VALID",7557,"VALID",8,"UNRELIABLE",13.2,"UNRELIABLE",1
"459","KANSAS","Chautauqua County, Kansas",20019,0,"VALID",11751,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,1,"VALID",10689,"VALID",3.2,"UNRELIABLE",9.4,"UNRELIABLE",1
"470","KANSAS","Cherokee County, Kansas",20021,3,"VALID",51094,"VALID",4.5,"UNRELIABLE",5.9,"UNRELIABLE",1,2,"VALID",50360,"VALID",3.6,"UNRELIABLE",4,"UNRELIABLE",1
"484","KANSAS","Cheyenne County, Kansas",20023,1,"VALID",8798,"VALID",7.3,"UNRELIABLE",11.4,"UNRELIABLE",1,0,"VALID",8249,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"519","KANSAS","Clark County, Kansas",20025,2,"VALID",6192,"VALID",19.3,"UNRELIABLE",32.3,"UNRELIABLE",1,0,"VALID",5877,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"540","KANSAS","Clay County, Kansas",20027,0,"VALID",23015,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,0,"VALID",22119,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"573","KANSAS","Cloud County, Kansas",20029,1,"VALID",28437,"VALID",1.3,"UNRELIABLE",3.5,"UNRELIABLE",1,3,"VALID",26647,"VALID",6,"UNRELIABLE",11.3,"UNRELIABLE",1
"585","KANSAS","Coffey County, Kansas",20031,1,"VALID",23126,"VALID",4.5,"UNRELIABLE",4.3,"UNRELIABLE",1,3,"VALID",20737,"VALID",7.7,"UNRELIABLE",14.5,"UNRELIABLE",1
